,customer,response,coverage,education,effective_to_date,employment_status,gender,location_code,renew_offer_type,vehicle_size,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,day,month,year,claim_amount_bin,state_Arizona,state_California,state_Nevada,state_Oregon,state_Washington,marital_status_Divorced,marital_status_Married,marital_status_Single,policy_type_Corporate,policy_type_Personal,policy_type_Special,policy_number_L1,policy_number_L2,policy_number_L3,sales_channel_Agent,sales_channel_Branch,sales_channel_Call Center,sales_channel_Web,vehicle_class_Four-Door Car,vehicle_class_Luxury Car,vehicle_class_Luxury SUV,vehicle_class_SUV,vehicle_class_Sports Car,vehicle_class_Two-Door Car,coverage_ordinal,employment_status_ordinal,location_code_ordinal,vehicle_size_ordinal
5729,QZ56257,No,Extended,High School or Below,2011-01-17,Unemployed,F,Suburban,Offer1,Medsize,13021.0853,0,223,26,40,5,7,1605.6,17,1,2011,Outliers,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,1,0,1,1
5749,CE78778,No,Premium,College,2011-01-12,Unemployed,F,Suburban,Offer1,Small,3761.792015,0,106,25,47,1,1,1116.943654,12,1,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,2,0,1,0
5750,LT72149,Yes,Premium,High School or Below,2011-01-26,Unemployed,M,Suburban,Offer2,Medsize,5619.689084,0,153,25,5,0,1,1027.000029,26,1,2011,Outliers,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,2,0,1,1
5768,VV61641,No,Premium,High School or Below,2011-02-27,Unemployed,F,Suburban,Offer1,Medsize,18726.15325,0,185,7,47,2,2,1543.932434,27,2,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,2,0,1,1
5773,QK29271,No,Extended,Bachelor,2011-02-22,Unemployed,M,Suburban,Offer2,Medsize,14084.48944,0,208,22,92,0,3,2270.508697,22,2,2011,Outliers,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,1,0,1,1
5774,ZF58696,No,Extended,High School or Below,2011-02-07,Unemployed,M,Suburban,Offer1,Medsize,13104.14911,0,130,7,31,0,2,1430.548077,7,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,1,0,1,1
5798,RV90030,No,Basic,High School or Below,2011-01-11,Unemployed,F,Suburban,Offer1,Medsize,8473.46358,0,116,0,8,2,8,1148.461246,11,1,2011,Outliers,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,0,0,1,1
5804,RE46032,No,Extended,College,2011-01-29,Medical Leave,M,Suburban,Offer1,Medsize,43290.49543,23203,132,21,71,0,2,1158.79311,29,1,2011,Outliers,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,1,0,1,1
5833,AJ89108,Yes,Premium,Bachelor,2011-01-24,Employed,F,Suburban,Offer2,Medsize,11009.13049,51643,283,16,43,0,1,1358.4,24,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,2,2,1,1
5860,MT27589,Yes,Extended,College,2011-01-14,Employed,M,Suburban,Offer2,Small,7840.165778,58414,210,7,24,2,1,1008.0,14,1,2011,Outliers,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1,2,1,0
5871,UH76090,No,Extended,Bachelor,2011-02-02,Unemployed,F,Suburban,Offer1,Medsize,8818.051498,0,136,31,75,4,3,1237.257917,2,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,1,0,1,1
5884,TY31217,Yes,Premium,Bachelor,2011-01-24,Employed,F,Suburban,Offer2,Medsize,11009.13049,51643,283,16,43,0,1,1358.4,24,1,2011,Outliers,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,2,2,1,1
5906,HR64765,No,Extended,High School or Below,2011-02-04,Unemployed,M,Suburban,Offer1,Small,8485.385641,0,244,10,99,0,1,1756.8,4,2,2011,Outliers,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,1,0,1,0
5934,UM83813,No,Basic,Bachelor,2011-02-06,Unemployed,F,Suburban,Offer3,Small,13379.81103,0,194,13,83,0,3,1396.8,6,2,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0,0,1,0
5943,ZA30025,No,Extended,Bachelor,2011-02-24,Unemployed,M,Suburban,Offer1,Medsize,4055.399126,0,121,2,18,0,1,1215.970113,24,2,2011,Outliers,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,1,0,1,1
5951,CV44550,No,Premium,College,2011-01-18,Unemployed,M,Suburban,Offer1,Small,7559.206998,0,119,33,58,1,3,964.51598,18,1,2011,Outliers,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,2,0,1,0
6027,VI66513,No,Extended,High School or Below,2011-01-03,Employed,M,Suburban,Offer2,Small,9688.334578,20009,87,31,86,1,2,987.122788,3,1,2011,Outliers,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,1,2,1,0
6039,UU99893,No,Extended,Master,2011-02-04,Employed,F,Suburban,Offer1,Small,7689.700105,42677,96,5,20,0,3,1084.95655,4,2,2011,Outliers,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,1,2,1,0
6062,VA65117,No,Basic,High School or Below,2011-02-18,Unemployed,M,Suburban,Offer1,Medsize,7635.422232,0,110,0,66,0,7,1138.687583,18,2,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0,0,1,1
6077,WN91943,No,Premium,College,2011-01-21,Employed,M,Suburban,Offer1,Medsize,12948.39854,30763,111,28,19,0,2,1072.532443,21,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,2,2,1,1
6102,HZ64168,No,Extended,Bachelor,2011-02-15,Unemployed,M,Suburban,Offer1,Medsize,40440.76481,0,129,23,59,0,2,1191.319334,15,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,1,0,1,1
6130,NU57274,No,Extended,Bachelor,2011-01-01,Unemployed,M,Suburban,Offer1,Large,9354.128045,0,135,24,67,0,8,972.0,1,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,1,0,1,2
6175,MS41043,No,Basic,College,2011-01-14,Unemployed,F,Suburban,Offer2,Medsize,7469.145695,0,199,10,17,0,1,1956.368115,14,1,2011,Outliers,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,0,0,1,1
6177,QW44027,No,Premium,College,2011-02-15,Employed,M,Suburban,Offer2,Large,22837.1392,89384,285,27,70,0,4,2052.0,15,2,2011,Outliers,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,2,2,1,2
6182,ZT60102,No,Premium,College,2011-01-03,Retired,M,Suburban,Offer1,Small,17790.40826,26000,256,34,84,0,8,1228.8,3,1,2011,Outliers,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,2,1,1,0
6234,LI10567,No,Premium,High School or Below,2011-02-04,Unemployed,M,Suburban,Offer4,Medsize,11700.6441,0,169,7,64,0,3,1312.201307,4,2,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,2,0,1,1
6238,BC48076,No,Basic,Master,2011-01-11,Employed,F,Suburban,Offer1,Medsize,7783.78421,48689,191,15,18,0,1,985.193759,11,1,2011,Outliers,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,0,2,1,1
6239,DX91931,No,Premium,College,2011-02-12,Unemployed,M,Suburban,Offer1,Small,10242.4096,0,150,32,20,0,8,1080.0,12,2,2011,Outliers,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,2,0,1,0
6249,YC87263,No,Premium,Master,2011-02-22,Employed,F,Suburban,Offer1,Medsize,21312.37811,70734,175,4,35,0,2,1200.292827,22,2,2011,Outliers,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,2,2,1,1
6252,BP23267,No,Extended,Bachelor,2011-02-09,Employed,F,Suburban,Offer1,Medsize,73225.95652,39547,202,11,21,0,2,969.6,9,2,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,1,2,1,1
6254,OA46321,No,Basic,College,2011-01-17,Employed,M,Suburban,Offer3,Large,15512.24997,54833,198,22,92,3,3,1396.702365,17,1,2011,Outliers,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,0,2,1,2
6262,LA78882,No,Basic,Bachelor,2011-01-13,Unemployed,M,Suburban,Offer1,Medsize,6297.002886,0,189,15,51,1,1,1823.730828,13,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,0,0,1,1
6281,TB77524,No,Basic,College,2011-01-20,Unemployed,F,Suburban,Offer2,Medsize,8048.371634,0,116,24,90,0,9,1339.303486,20,1,2011,Outliers,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,0,0,1,1
6286,NJ28041,No,Premium,High School or Below,2011-01-26,Employed,M,Suburban,Offer1,Medsize,13055.57087,58684,162,4,77,0,9,1166.4,26,1,2011,Outliers,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,2,2,1,1
6290,UZ42802,No,Extended,Bachelor,2011-02-06,Unemployed,M,Suburban,Offer1,Large,4526.606038,0,135,28,66,0,1,1516.383753,6,2,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,1,0,1,2
6291,KD63933,No,Basic,College,2011-02-19,Medical Leave,M,Suburban,Offer1,Medsize,7048.384055,24030,194,14,0,0,1,970.688934,19,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0,0,1,1
6315,BD66455,No,Premium,High School or Below,2011-02-09,Unemployed,M,Suburban,Offer1,Medsize,4920.77107,0,143,13,28,0,1,1029.6,9,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,2,0,1,1
6323,NM44679,No,Extended,College,2011-02-25,Unemployed,M,Suburban,Offer1,Medsize,9783.628981,0,136,33,21,0,5,979.2,25,2,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,1,0,1,1
6327,HX53470,No,Extended,College,2011-02-05,Unemployed,F,Suburban,Offer1,Medsize,4711.845199,0,129,15,73,0,1,1178.950186,5,2,2011,Outliers,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,1,0,1,1
6388,XH71839,No,Extended,High School or Below,2011-01-18,Unemployed,M,Suburban,Offer1,Small,6739.316292,0,96,16,43,0,7,1012.030163,18,1,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,1,0,1,0
6403,HJ21793,No,Extended,Bachelor,2011-01-01,Unemployed,F,Suburban,Offer3,Medsize,4648.539191,0,121,11,10,0,1,1080.559002,1,1,2011,Outliers,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,1,0,1,1
6407,YK65946,Yes,Extended,Bachelor,2011-02-10,Employed,F,Suburban,Offer1,Medsize,8427.172486,46503,215,4,21,1,1,1032.0,10,2,2011,Outliers,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,1,2,1,1
6455,XH72888,No,Extended,High School or Below,2011-01-21,Employed,M,Suburban,Offer3,Small,15956.02945,36354,202,34,28,0,9,1454.4,21,1,2011,Outliers,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,1,2,1,0
6516,FQ20031,No,Premium,High School or Below,2011-01-09,Employed,M,Suburban,Offer4,Medsize,10926.69497,29418,274,23,31,0,1,1972.8,9,1,2011,Outliers,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,2,2,1,1
6518,BP69529,No,Extended,Bachelor,2011-01-23,Employed,M,Suburban,Offer2,Medsize,9915.90229,30604,131,35,76,2,3,984.170299,23,1,2011,Outliers,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,1,2,1,1
6584,XF89906,No,Extended,High School or Below,2011-01-13,Disabled,M,Suburban,Offer1,Large,58207.12842,29295,219,25,50,0,2,1328.839129,13,1,2011,Outliers,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,1,0,1,2
6596,TE50227,No,Extended,College,2011-01-14,Unemployed,M,Suburban,Offer1,Medsize,18898.32653,0,132,23,33,0,2,1405.292809,14,1,2011,Outliers,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,1,0,1,1
6599,LD53393,No,Basic,Bachelor,2011-01-22,Employed,M,Suburban,Offer2,Large,7417.406267,67454,185,3,71,0,1,1332.0,22,1,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0,2,1,2
6617,FI11096,No,Basic,High School or Below,2011-01-08,Unemployed,F,Suburban,Offer2,Small,7324.285428,0,104,10,74,0,7,1114.092784,8,1,2011,Outliers,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,0,0,1,0
6654,NZ60700,Yes,Premium,High School or Below,2011-02-08,Employed,M,Suburban,Offer1,Medsize,10963.95723,55687,276,33,91,0,1,1324.8,8,2,2011,Outliers,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,2,2,1,1
6655,JL21509,Yes,Extended,College,2011-01-05,Medical Leave,M,Suburban,Offer2,Small,3508.569533,20978,98,19,96,1,1,1176.2788,5,1,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,1,0,1,0
6667,BZ85306,No,Premium,Bachelor,2011-02-17,Unemployed,F,Suburban,Offer3,Medsize,11855.13545,0,170,10,74,0,5,1227.491941,17,2,2011,Outliers,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,2,0,1,1
6765,QV65644,No,Extended,High School or Below,2011-02-04,Unemployed,M,Suburban,Offer1,Medsize,6113.869984,0,88,18,7,0,5,1034.799615,4,2,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,1,0,1,1
6778,AD95939,No,Extended,Bachelor,2011-01-17,Employed,M,Suburban,Offer4,Medsize,26511.60445,28773,229,14,72,0,2,1099.2,17,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1,2,1,1
6813,VI14418,No,Premium,Bachelor,2011-02-09,Medical Leave,M,Suburban,Offer3,Medsize,7614.669735,16707,102,9,74,0,8,1106.913309,9,2,2011,Outliers,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,2,0,1,1
6830,RO16377,No,Basic,High School or Below,2011-02-19,Employed,M,Suburban,Offer3,Medsize,23144.1327,59821,193,12,6,0,2,1389.6,19,2,2011,Outliers,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0,2,1,1
6872,RR47424,No,Premium,High School or Below,2011-01-24,Unemployed,F,Suburban,Offer1,Medsize,21766.83059,0,290,11,18,0,5,1550.596808,24,1,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,2,0,1,1
6905,TX35222,No,Premium,College,2011-01-07,Employed,F,Suburban,Offer1,Medsize,11618.55713,27750,297,28,25,1,1,1425.6,7,1,2011,Outliers,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,2,2,1,1
6917,PD79570,No,Premium,Bachelor,2011-02-21,Unemployed,F,Suburban,Offer2,Small,4334.210791,0,116,6,87,0,1,1065.617464,21,2,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,2,0,1,0
6922,LR82946,No,Basic,Bachelor,2011-01-14,Unemployed,M,Suburban,Offer3,Medsize,6617.139741,0,195,20,61,0,1,1404.0,14,1,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,0,0,1,1
6945,OU43146,No,Basic,Bachelor,2011-01-10,Employed,M,Suburban,Offer2,Medsize,15415.04407,89464,194,17,40,1,3,1067.291208,10,1,2011,Outliers,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,0,2,1,1
6955,TT19625,No,Basic,Bachelor,2011-01-05,Employed,F,Suburban,Offer1,Medsize,15277.47796,38183,191,21,14,0,8,981.010879,5,1,2011,Outliers,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0,2,1,1
6963,DK92504,No,Extended,High School or Below,2011-02-09,Employed,M,Suburban,Offer3,Small,8779.090552,54726,219,30,69,0,1,1051.2,9,2,2011,Outliers,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1,2,1,0
7051,HS74723,No,Extended,College,2011-01-23,Employed,F,Suburban,Offer4,Small,17441.6378,80969,217,1,80,0,3,1041.6,23,1,2011,Outliers,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,1,2,1,0
7102,WO25669,No,Basic,High School or Below,2011-01-05,Unemployed,F,Suburban,Offer1,Medsize,35692.17157,0,102,10,90,0,2,1123.212014,5,1,2011,Outliers,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0,0,1,1
7127,BS91742,No,Extended,College,2011-01-23,Employed,M,Suburban,Offer3,Large,18370.57004,49659,234,31,15,0,9,1684.8,23,1,2011,Outliers,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,1,2,1,2
7136,QE21030,No,Basic,High School or Below,2011-02-09,Employed,M,Suburban,Offer2,Medsize,15483.52986,24661,196,6,28,0,7,1961.162049,9,2,2011,Outliers,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,0,2,1,1
7165,HS13676,No,Premium,High School or Below,2011-01-13,Unemployed,M,Suburban,Offer1,Medsize,8216.391903,0,117,3,33,0,9,983.127481,13,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,2,0,1,1
7180,IV54766,Yes,Extended,Master,2011-02-20,Employed,F,Suburban,Offer2,Medsize,19160.98994,22705,239,19,59,0,7,1294.700423,20,2,2011,Outliers,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1,2,1,1
7219,BK76340,No,Extended,High School or Below,2011-02-07,Disabled,M,Suburban,Offer1,Medsize,8278.716567,16924,226,23,69,0,1,1084.8,7,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,1,0,1,1
7221,WE23159,No,Extended,High School or Below,2011-02-22,Unemployed,M,Suburban,Offer2,Small,9415.901707,0,133,4,58,0,3,1361.993232,22,2,2011,Outliers,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,1,0,1,0
7223,ZM24497,No,Extended,High School or Below,2011-02-03,Employed,M,Suburban,Offer4,Large,17019.1929,98623,211,17,69,0,9,1012.8,3,2,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,1,2,1,2
7250,JN66901,No,Basic,High School or Below,2011-02-08,Unemployed,M,Suburban,Offer4,Medsize,6601.611299,0,194,22,79,0,1,2306.508397,8,2,2011,Outliers,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0,0,1,1
7291,GM61951,No,Basic,High School or Below,2011-02-26,Unemployed,F,Suburban,Offer2,Small,29297.33082,0,115,22,65,0,2,1251.042795,26,2,2011,Outliers,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,0,0,1,0
7303,FB95288,No,Extended,High School or Below,2011-01-17,Unemployed,M,Suburban,Offer1,Small,64618.75715,0,217,14,40,1,2,1562.4,17,1,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,1,0,1,0
7328,IJ83011,No,Premium,College,2011-01-28,Unemployed,M,Suburban,Offer1,Medsize,16350.13061,0,165,12,82,1,2,1452.213743,28,1,2011,Outliers,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,2,0,1,1
7341,WX19595,No,Basic,High School or Below,2011-01-01,Unemployed,M,Suburban,Offer4,Small,14429.89284,0,198,4,31,0,9,962.159318,1,1,2011,Outliers,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,0,0,1,0
7365,UT21323,No,Basic,College,2011-02-13,Unemployed,M,Suburban,Offer3,Small,13057.01188,0,190,9,67,0,7,1833.182529,13,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,0,0,1,0
7366,GM46746,No,Extended,High School or Below,2011-01-17,Employed,F,Suburban,Offer3,Small,17776.82267,86205,223,8,67,0,8,1070.4,17,1,2011,Outliers,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,1,2,1,0
7381,IX60941,Yes,Extended,College,2011-01-05,Medical Leave,M,Suburban,Offer2,Small,3508.569533,20978,98,19,96,1,1,1176.2788,5,1,2011,Outliers,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,1,0,1,0
7399,KT91115,No,Premium,Bachelor,2011-01-12,Employed,M,Suburban,Offer2,Medsize,4690.793868,43367,118,6,20,0,1,1026.741926,12,1,2011,Outliers,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,2,2,1,1
7405,GW43195,Yes,Extended,College,2011-02-13,Employed,F,Suburban,Offer1,Small,25807.063,71210,214,8,89,1,2,1027.2,13,2,2011,Outliers,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,1,2,1,0
7434,WY80801,No,Premium,High School or Below,2011-01-05,Employed,F,Suburban,Offer2,Medsize,19357.79964,25561,163,3,25,0,2,983.374985,5,1,2011,Outliers,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,2,2,1,1
7437,FW35631,No,Extended,Bachelor,2011-01-02,Employed,M,Suburban,Offer3,Small,4864.527356,37406,122,23,38,1,1,1134.960471,2,1,2011,Outliers,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,1,2,1,0
7450,YT37186,No,Extended,Bachelor,2011-01-19,Employed,F,Suburban,Offer3,Medsize,17526.17908,52228,220,29,72,1,8,1056.0,19,1,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,1,2,1,1
7455,YJ16163,Yes,Premium,Bachelor,2011-01-24,Employed,F,Suburban,Offer2,Medsize,11009.13049,51643,283,16,43,0,1,1358.4,24,1,2011,Outliers,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,2,2,1,1
7457,IU83998,No,Premium,Bachelor,2011-01-01,Unemployed,F,Suburban,Offer1,Medsize,11196.46002,0,298,26,94,0,1,2145.6,1,1,2011,Outliers,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,2,0,1,1
7499,RN96985,No,Basic,High School or Below,2011-01-22,Unemployed,F,Suburban,Offer1,Medsize,25082.1789,0,100,27,58,0,2,1000.850446,22,1,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,0,0,1,1
7580,DE78840,No,Basic,Bachelor,2011-02-22,Medical Leave,F,Suburban,Offer4,Medsize,6991.248087,19019,186,7,46,0,1,1003.050834,22,2,2011,Outliers,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,0,0,1,1
7665,FV72595,No,Extended,Bachelor,2011-01-10,Unemployed,M,Suburban,Offer3,Medsize,4703.71858,0,137,11,73,0,1,1554.089517,10,1,2011,Outliers,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,1,0,1,1
7715,PK35830,No,Basic,Bachelor,2011-01-02,Unemployed,M,Suburban,Offer1,Medsize,12357.11512,0,182,4,34,0,5,1953.87972,2,1,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,0,0,1,1
7720,FD62224,No,Extended,College,2011-01-21,Unemployed,F,Suburban,Offer1,Medsize,14641.51818,0,133,24,46,0,2,1386.870718,21,1,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,1,0,1,1
7723,DO48835,No,Basic,High School or Below,2011-01-22,Unemployed,M,Suburban,Offer1,Medsize,13478.8,0,198,33,55,1,3,1425.6,22,1,2011,Outliers,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,0,0,1,1
7756,TF80571,No,Premium,High School or Below,2011-02-14,Employed,M,Suburban,Offer4,Small,6612.617859,28792,185,34,20,3,1,1166.603776,14,2,2011,Outliers,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,2,2,1,0
7774,PC30692,No,Basic,Bachelor,2011-02-13,Unemployed,M,Suburban,Offer1,Medsize,7521.282545,0,115,33,0,0,3,987.293841,13,2,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,0,0,1,1
7816,MA15172,Yes,Premium,Bachelor,2011-01-05,Retired,F,Suburban,Offer1,Medsize,10179.71704,14290,271,20,40,0,1,1300.8,5,1,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,2,1,1,1
7870,OF93412,No,Premium,Bachelor,2011-01-19,Employed,F,Suburban,Offer1,Medsize,15613.95173,27514,197,12,97,0,8,1367.199081,19,1,2011,Outliers,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,2,2,1,1
